Year,"Geographic
Region",State of Death,"Age
Group","Veteran
Suicides","Veteran
Suicide
Rate
per
100,000","General
Population
Suicides","General
Population
Rate per
100,000"
2015,Southern,North Carolina,18-34,24,28.2,316,13.8
2015,Southern,North Carolina,35-54,73,33.8,527,19.7
2015,Southern,North Carolina,55-74,88,28.0,404,18.6
2015,Southern,North Carolina,75+,42,31.6,123,20.2
2015,Southern,North Carolina,All,227,30.3,1370,17.7
2015,Southern,Oklahoma,18-34,15,42.9*,221,23.7
2015,Southern,Oklahoma,35-54,41,47.7,289,30.1
2015,Southern,Oklahoma,55-74,56,43.1,194,23.8
2015,Southern,Oklahoma,75+,23,37.1,57,23.4
2015,Southern,Oklahoma,All,135,43.1,761,25.8
2015,Southern,South Carolina,18-34,16,39.0*,198,17.7
2015,Southern,South Carolina,35-54,42,37.2,281,22.5
2015,Southern,South Carolina,55-74,48,26.4,190,16.8
2015,Southern,South Carolina,75+,20,26.3,53,17.4
2015,Southern,South Carolina,All,126,30.6,722,19.0
2015,Southern,Tennessee,18-34,22,47.8,262,17.5
2015,Southern,Tennessee,35-54,41,30.4,381,22.0
2015,Southern,Tennessee,55-74,53,24.3,286,19.6
2015,Southern,Tennessee,75+,42,44.2,106,26.0
2015,Southern,Tennessee,All,158,32.0,1035,20.3
2015,Southern,Texas,18-34,84,41.8,1005,14.8
2015,Southern,Texas,35-54,175,35.3,1242,17.3
2015,Southern,Texas,55-74,175,26.8,808,16.3
2015,Southern,Texas,75+,99,34.4,235,18.2
2015,Southern,Texas,All,533,32.5,3290,16.3
2015,Southern,Virginia,18-34,22,26.2,293,14.8
2015,Southern,Virginia,35-54,61,24.1,387,17.1
2015,Southern,Virginia,55-74,68,22.7,328,18.5
2015,Southern,Virginia,75+,34,29.3,74,15.4
2015,Southern,Virginia,All,185,24.6,1082,16.6
2015,Southern,West Virginia,18-34,<10,--,67,17.4
2015,Southern,West Virginia,35-54,15,38.5*,124,26.2
2015,Southern,West Virginia,55-74,27,41.5,100,21.5
2015,Southern,West Virginia,75+,10-20,--,41,29.3
2015,Southern,West Virginia,All,61,40.7,332,22.7
2015,Western,Alaska,18-34,<10,--,88,45.1
2015,Western,Alaska,35-54,<10,--,69,36.8
2015,Western,Alaska,55-74,13,46.4*,30-40,--
2015,Western,Alaska,75+,<10,--,<10,--
2015,Western,Alaska,All,27,38.0,191,34.6
2015,Western,All,18-34,221,45.0,2999,16.2
2015,Western,All,35-54,440,35.7,3835,19.5
2015,Western,All,55-74,670,33.3,3045,19.9
2015,Western,All,75+,367,36.0,1026,23.6
2015,Western,All,All,1699,35.7,10905,18.8
2015,Western,Arizona,18-34,29,64.4,333,20.8
2015,Western,Arizona,35-54,55,43.0,415,24.7
2015,Western,Arizona,55-74,96,42.9,362,24.8
2015,Western,Arizona,75+,45,34.4,119,25.8
2015,Western,Arizona,All,226,42.8,1229,23.6
2015,Western,California,18-34,66,33.3,1031,10.6
2015,Western,California,35-54,128,27.4,1395,13.5
2015,Western,California,55-74,206,26.4,1186,15.7
2015,Western,California,75+,154,34.9,455,20.8
2015,Western,California,All,554,29.4,4067,13.7
2015,Western,Colorado,18-34,27,55.1,317,23.5
2015,Western,Colorado,35-54,49,40.2,376,25.9
2015,Western,Colorado,55-74,68,40.0,270,24.1
2015,Western,Colorado,75+,27,35.5,77,28.0
2015,Western,Colorado,All,171,41.0,1040,24.8
2015,Western,Hawaii,18-34,<10,--,67,19.9
2015,Western,Hawaii,35-54,<10,--,57,16.0
2015,Western,Hawaii,55-74,<10,--,55,17.3
2015,Western,Hawaii,75+,<10,--,16,15.3*
2015,Western,Hawaii,All,27,22.1,195,17.5
2015,Western,Idaho,18-34,<10,--,100,26.8
2015,Western,Idaho,35-54,18,52.9*,131,32.7
2015,Western,Idaho,55-74,32,58.2,90,25.9
2015,Western,Idaho,75+,<10,--,20,20.7
2015,Western,Idaho,All,61,48.0,341,28.0
2015,Western,Montana,18-34,<10,--,63,27.2
2015,Western,Montana,35-54,10,40.0*,89,36.2
2015,Western,Montana,55-74,23,56.1,84,32.9
2015,Western,Montana,75+,<10,--,25,34.8
2015,Western,Montana,All,47,50.0,261,32.4
2015,Western,Nevada,18-34,13,65.0*,130,19.6
2015,Western,Nevada,35-54,25,43.9,193,25.2
2015,Western,Nevada,55-74,45,44.1,171,27.9
2015,Western,Nevada,75+,19,44.2*,46,29.3
2015,Western,Nevada,All,102,45.9,540,24.5
2015,Western,New Mexico,18-34,<10,--,148,30.4
2015,Western,New Mexico,35-54,24,57.1,163,32.4
2015,Western,New Mexico,55-74,32,42.1,127,27.2
2015,Western,New Mexico,75+,10-20,--,44,32.8
2015,Western,New Mexico,All,77,46.4,482,30.3
2015,Western,Oregon,18-34,21,80.8,183,19.9
2015,Western,Oregon,35-54,33,42.3,249,24.0
2015,Western,Oregon,55-74,55,36.4,243,26.0
2015,Western,Oregon,75+,26,37.1,67,25.5
2015,Western,Oregon,All,135,41.5,742,23.5
2015,Western,Utah,18-34,10-20,--,205,26.3
2015,Western,Utah,35-54,19,51.4*,240,34.1
2015,Western,Utah,55-74,24,44.4,116,25.0
2015,Western,Utah,75+,<10,--,25,20.0
2015,Western,Utah,All,64,46.4,586,28.3
2015,Western,Washington,18-34,25,37.9,284,16.6
2015,Western,Washington,35-54,55,32.9,404,21.5
2015,Western,Washington,55-74,62,23.8,286,18.5
2015,Western,Washington,75+,40,35.1,108,26.4
2015,Western,Washington,All,182,29.9,1082,19.5
2015,Western,Wyoming,18-34,<10,--,50,36.0
2015,Western,Wyoming,35-54,<10,--,54,38.1
2015,Western,Wyoming,55-74,<10,--,24,18.2
2015,Western,Wyoming,75+,12,133.3*,21,61.6
2015,Western,Wyoming,All,26,53.1,149,33.4
2015,All,U.S. Total,18-34,842,41.2,11452,15.2
2015,All,U.S. Total,35-54,1862,32.9,15687,18.8
2015,All,U.S. Total,55-74,2499,27.9,11940,17.5
2015,All,U.S. Total,75+,1415,30.9,3711,18.4
2015,All,U.S. Total,All,6624,31.2,42790,17.3
2016,Northeastern,All,18-34,97,41.8,1466,11.3
2016,Northeastern,All,35-54,190,27.6,2157,14.8
2016,Northeastern,All,55-74,297,23.6,1768,13.8
2016,Northeastern,All,75+,178,22.2,498,12.5
2016,Northeastern,All,All,762,25.6,5889,13.3
2016,Northeastern,Connecticut,18-34,<10,--,83,10.5
2016,Northeastern,Connecticut,35-54,10,23.8*,136,14.4
2016,Northeastern,Connecticut,55-74,17,20.7*,136,16.3
2016,Northeastern,Connecticut,75+,<10,--,34,13.2
2016,Northeastern,Connecticut,All,38,19.8,389,13.8
2016,Northeastern,Maine,18-34,<10,--,57,21.4
2016,Northeastern,Maine,35-54,<10,--,70,20.4
2016,Northeastern,Maine,55-74,15,28.3*,74,20.4
2016,Northeastern,Maine,75+,<10,--,18,17.0*
2016,Northeastern,Maine,All,32,26.9,219,20.3
2016,Northeastern,Massachusetts,18-34,10-20,--,176,10.6
2016,Northeastern,Massachusetts,35-54,26,32.9,222,12.4
2016,Northeastern,Massachusetts,55-74,30,20.3,178,11.6
2016,Northeastern,Massachusetts,75+,<10,--,33,7.1
2016,Northeastern,Massachusetts,All,74,20.8,609,11.2
2016,Northeastern,New Hampshire,18-34,<10,--,53,18.2
2016,Northeastern,New Hampshire,35-54,14,53.8*,88,24.7
2016,Northeastern,New Hampshire,55-74,12,25.5*,74,21.6
2016,Northeastern,New Hampshire,75+,<10,--,22,24.1
2016,Northeastern,New Hampshire,All,38,36.2,237,21.9
2016,Northeastern,New Jersey,18-34,<10,--,157,8.2
2016,Northeastern,New Jersey,35-54,10-20,--,257,10.6
2016,Northeastern,New Jersey,55-74,31,19.4,200,10.2
2016,Northeastern,New Jersey,75+,21,18.6,57,9.5
2016,Northeastern,New Jersey,All,77,19.9,671,9.7
2016,Northeastern,New York,18-34,23,33.3,408,8.6
2016,Northeastern,New York,35-54,39,20.0,598,11.7
2016,Northeastern,New York,55-74,64,18.6,470,11.0
2016,Northeastern,New York,75+,40,17.7,139,10.3
2016,Northeastern,New York,All,166,19.9,1615,10.4
2016,Northeastern,Pennsylvania,18-34,36,55.4,475,16.6
2016,Northeastern,Pennsylvania,35-54,73,35.3,700,21.8
2016,Northeastern,Pennsylvania,55-74,105,27.8,559,18.4
2016,Northeastern,Pennsylvania,75+,76,32.8,175,17.7
2016,Northeastern,Pennsylvania,All,290,32.9,1909,18.9
2016,Northeastern,Rhode Island,18-34,<10,--,20-30,--
2016,Northeastern,Rhode Island,35-54,<10,--,51,18.9
2016,Northeastern,Rhode Island,55-74,10,35.7*,38,15.6
2016,Northeastern,Rhode Island,75+,<10,--,<10,--
2016,Northeastern,Rhode Island,All,19,29.7*,124,14.6
2016,Northeastern,Vermont,18-34,<10,--,31,22.1
2016,Northeastern,Vermont,35-54,<10,--,35,22.4
2016,Northeastern,Vermont,55-74,13,68.4*,39,23.7
2016,Northeastern,Vermont,75+,<10,--,11,24.5*
2016,Northeastern,Vermont,All,28,65.1,116,22.9
2016,Midwestern,All,18-34,190,48.0,2759,17.8
2016,Midwestern,All,35-54,347,30.9,3445,20.1
2016,Midwestern,All,55-74,477,24.7,2473,16.3
2016,Midwestern,All,75+,272,26.9,745,16.4
2016,Midwestern,All,All,1289,28.9,9422,18.0
2016,Midwestern,Illinois,18-34,19,30.6*,350,11.7
2016,Midwestern,Illinois,35-54,40,23.3,527,15.7
2016,Midwestern,Illinois,55-74,62,21.8,367,13.4
2016,Midwestern,Illinois,75+,49,31.4,125,15.4
2016,Midwestern,Illinois,All,170,25.2,1369,13.8
2016,Midwestern,Indiana,18-34,13,30.2*,286,18.8
2016,Midwestern,Indiana,35-54,13,11.0*,380,22.6
2016,Midwestern,Indiana,55-74,33,17.2,263,18.2
2016,Midwestern,Indiana,75+,16,17.2*,72,17.3
2016,Midwestern,Indiana,All,75,16.8,1001,19.8
2016,Midwestern,Iowa,18-34,13,68.4*,132,18.4
2016,Midwestern,Iowa,35-54,23,42.6,174,23.0
2016,Midwestern,Iowa,55-74,22,23.7,98,14.1
2016,Midwestern,Iowa,75+,11,21.2*,30,12.9
2016,Midwestern,Iowa,All,69,31.7,434,18.1
2016,Midwestern,Kansas,18-34,10,40.0*,168,24.5
2016,Midwestern,Kansas,35-54,23,41.1,177,25.2
2016,Midwestern,Kansas,55-74,15,17.9*,111,18.0
2016,Midwestern,Kansas,75+,12,27.9*,40,20.9
2016,Midwestern,Kansas,All,60,28.8,496,22.6
2016,Midwestern,Michigan,18-34,23,50.0,361,16.1
2016,Midwestern,Michigan,35-54,49,32.7,468,18.6
2016,Midwestern,Michigan,55-74,71,25.1,369,15.8
2016,Midwestern,Michigan,75+,33,22.4,109,16.2
2016,Midwestern,Michigan,All,176,28.1,1307,16.8
2016,Midwestern,Minnesota,18-34,16,55.2*,214,17.0
2016,Midwestern,Minnesota,35-54,30,38.5,259,18.4
2016,Midwestern,Minnesota,55-74,37,24.5,200,16.5
2016,Midwestern,Minnesota,75+,19,21.1*,39,10.9
2016,Midwestern,Minnesota,All,102,29.3,712,16.8
2016,Midwestern,Missouri,18-34,29,69.0,345,24.8
2016,Midwestern,Missouri,35-54,44,37.9,399,26.3
2016,Midwestern,Missouri,55-74,62,29.5,264,19.2
2016,Midwestern,Missouri,75+,34,34.0,87,20.7
2016,Midwestern,Missouri,All,170,36.3,1095,23.3
2016,Midwestern,Nebraska,18-34,<10,--,87,19.5
2016,Midwestern,Nebraska,35-54,<10,--,79,17.2
2016,Midwestern,Nebraska,55-74,10,17.9*,49,12.2
2016,Midwestern,Nebraska,75+,<10,--,17,13.4*
2016,Midwestern,Nebraska,All,29,21.3,232,16.2
2016,Midwestern,North Dakota,18-34,<10,--,51,25.0
2016,Midwestern,North Dakota,35-54,<10,--,52,30.3
2016,Midwestern,North Dakota,55-74,<10,--,21,13.6
2016,Midwestern,North Dakota,75+,<10,--,10,19.6*
2016,Midwestern,North Dakota,All,18,30.0*,134,23.1
2016,Midwestern,Ohio,18-34,30,44.8,466,18.0
2016,Midwestern,Ohio,35-54,71,33.6,556,19.0
2016,Midwestern,Ohio,55-74,102,28.1,487,18.1
2016,Midwestern,Ohio,75+,54,29.8,146,18.1
2016,Midwestern,Ohio,All,258,31.4,1655,18.3
2016,Midwestern,South Dakota,18-34,<10,--,57,28.8
2016,Midwestern,South Dakota,35-54,<10,--,62,30.9
2016,Midwestern,South Dakota,55-74,<10,--,27,14.1
2016,Midwestern,South Dakota,75+,<10,--,10,16.7*
2016,Midwestern,South Dakota,All,21,28.8,156,24.0
2016,Midwestern,Wisconsin,18-34,24,72.7,242,18.8
2016,Midwestern,Wisconsin,35-54,37,39.4,312,21.3
2016,Midwestern,Wisconsin,55-74,54,32.7,217,16.2
2016,Midwestern,Wisconsin,75+,26,27.7,60,15.2
2016,Midwestern,Wisconsin,All,141,36.5,831,18.5
2016,Southern,Alabama,18-34,20,52.6,209,19.0
2016,Southern,Alabama,35-54,36,33.0,275,22.2
2016,Southern,Alabama,55-74,52,30.8,215,19.4
2016,Southern,Alabama,75+,26,35.1,70,21.9
2016,Southern,Alabama,All,134,34.4,769,20.4
2016,Southern,All,18-34,398,44.6,4711,16.6
2016,Southern,All,35-54,731,29.4,6011,19.0
2016,Southern,All,55-74,1038,28.4,4766,18.2
2016,Southern,All,75+,612,36.0,1523,20.0
2016,Southern,All,All,2785,31.9,17011,18.1
2016,Southern,Arkansas,18-34,18,78.3*,147,21.7
2016,Southern,Arkansas,35-54,19,31.1*,176,23.7
2016,Southern,Arkansas,55-74,40,40.0,159,24.0
2016,Southern,Arkansas,75+,21,46.7,52,25.5
2016,Southern,Arkansas,All,98,42.8,534,23.4
2016,Southern,Delaware,18-34,<10,--,28,13.2
2016,Southern,Delaware,35-54,<10,--,37,15.7
2016,Southern,Delaware,55-74,10,29.4*,40,17.4
2016,Southern,Delaware,75+,<10,--,12,17.9*
2016,Southern,Delaware,All,25,33.8,117,15.7
2016,Southern,District of Columbia,18-34,<10,--,18,7.6*
2016,Southern,District of Columbia,35-54,<10,--,12,6.8*
2016,Southern,District of Columbia,55-74,<10,--,10-20,--
2016,Southern,District of Columbia,75+,<10,--,<10,--
2016,Southern,District of Columbia,All,<10,--,40,7.1
2016,Southern,Florida,18-34,52,42.6,637,14.3
2016,Southern,Florida,35-54,124,32.2,1035,19.8
2016,Southern,Florida,55-74,225,33.1,1006,20.2
2016,Southern,Florida,75+,162,38.9,396,21.9
2016,Southern,Florida,All,563,35.1,3074,18.7
2016,Southern,Georgia,18-34,38,45.8,409,16.8
2016,Southern,Georgia,35-54,58,25.6,487,17.5
2016,Southern,Georgia,55-74,75,24.8,369,17.8
2016,Southern,Georgia,75+,36,32.1,87,16.9
2016,Southern,Georgia,All,208,28.7,1352,17.3
2016,Southern,Kentucky,18-34,10,32.3*,198,19.9
2016,Southern,Kentucky,35-54,33,38.8,282,24.5
2016,Southern,Kentucky,55-74,40,28.8,177,17.7
2016,Southern,Kentucky,75+,31,51.7,71,25.4
2016,Southern,Kentucky,All,114,36.2,728,21.2
2016,Southern,Louisiana,18-34,13,36.1*,211,18.8
2016,Southern,Louisiana,35-54,24,26.7,223,19.2
2016,Southern,Louisiana,55-74,25,21.6,180,17.9
2016,Southern,Louisiana,75+,20,37.0,42,15.3
2016,Southern,Louisiana,All,82,27.7,656,18.4
2016,Southern,Maryland,18-34,<10,--,149,10.9
2016,Southern,Maryland,35-54,21,17.1,207,12.8
2016,Southern,Maryland,55-74,28,16.5,158,12.1
2016,Southern,Maryland,75+,10-20,--,54,15.0
2016,Southern,Maryland,All,76,18.7,568,12.2
2016,Southern,Mississippi,18-34,<10,--,117,16.9
2016,Southern,Mississippi,35-54,10-20,--,129,17.3
2016,Southern,Mississippi,55-74,20,23.3,100,15.5
2016,Southern,Mississippi,75+,14,38.9*,27,14.7
2016,Southern,Mississippi,All,56,27.6,373,16.4
2016,Southern,North Carolina,18-34,20,24.1,334,14.4
2016,Southern,North Carolina,35-54,54,25.6,488,18.3
2016,Southern,North Carolina,55-74,73,23.6,393,17.5
2016,Southern,North Carolina,75+,39,28.7,112,17.9
2016,Southern,North Carolina,All,186,25.2,1327,16.9
2016,Southern,Oklahoma,18-34,17,51.5*,257,27.6
2016,Southern,Oklahoma,35-54,30,35.7,283,29.6
2016,Southern,Oklahoma,55-74,39,29.1,190,22.9
2016,Southern,Oklahoma,75+,28,48.3,64,25.8
2016,Southern,Oklahoma,All,114,36.9,794,26.8
2016,Southern,South Carolina,18-34,19,46.3*,208,18.5
2016,Southern,South Carolina,35-54,38,33.6,279,22.3
2016,Southern,South Carolina,55-74,48,27.0,246,21.0
2016,Southern,South Carolina,75+,24,32.9,59,18.6
2016,Southern,South Carolina,All,130,32.1,792,20.5
2016,Southern,Tennessee,18-34,28,60.9,277,18.3
2016,Southern,Tennessee,35-54,45,34.9,410,23.8
2016,Southern,Tennessee,55-74,73,34.0,289,19.4
2016,Southern,Tennessee,75+,34,36.6,94,22.5
2016,Southern,Tennessee,All,180,37.3,1070,20.8
2016,Southern,Texas,18-34,108,54.8,1089,15.8
2016,Southern,Texas,35-54,162,32.7,1194,16.4
2016,Southern,Texas,55-74,181,27.6,805,15.8
2016,Southern,Texas,75+,100,34.5,251,18.9
2016,Southern,Texas,All,553,33.8,3339,16.2
2016,Southern,Virginia,18-34,31,38.8,334,16.8
2016,Southern,Virginia,35-54,56,22.8,359,16.0
2016,Southern,Virginia,55-74,82,27.9,319,17.6
2016,Southern,Virginia,75+,41,33.6,110,22.2
2016,Southern,Virginia,All,211,28.4,1122,17.1
2016,Southern,West Virginia,18-34,<10,--,89,23.4
2016,Southern,West Virginia,35-54,13,34.2*,135,29.0
2016,Southern,West Virginia,55-74,27,40.3,110,23.5
2016,Southern,West Virginia,75+,<10,--,22,15.5
2016,Southern,West Virginia,All,53,35.1,356,24.4
2016,Western,Alaska,18-34,<10,--,90,46.0
2016,Western,Alaska,35-54,<10,--,57,30.6
2016,Western,Alaska,55-74,<10,--,20-30,--
2016,Western,Alaska,75+,<10,--,<10,--
2016,Western,Alaska,All,17,23.3*,179,32.2
2016,Western,All,18-34,206,43.3,3061,16.4
2016,Western,All,35-54,431,35.9,3854,19.5
2016,Western,All,55-74,642,32.5,3155,20.0
2016,Western,All,75+,379,37.0,1035,23.2
2016,Western,All,All,1660,35.5,11105,18.9
2016,Western,Arizona,18-34,30,68.2,333,20.5
2016,Western,Arizona,35-54,52,41.9,396,23.3
2016,Western,Arizona,55-74,94,41.4,373,24.8
2016,Western,Arizona,75+,63,47.7,134,27.9
2016,Western,Arizona,All,240,45.5,1236,23.3
2016,Western,California,18-34,70,36.3,1075,11.0
2016,Western,California,35-54,126,27.9,1414,13.7
2016,Western,California,55-74,175,23.2,1231,15.9
2016,Western,California,75+,144,32.7,447,19.9
2016,Western,California,All,515,28.0,4167,13.9
2016,Western,Colorado,18-34,25,51.0,344,25.0
2016,Western,Colorado,35-54,55,45.8,404,27.6
2016,Western,Colorado,55-74,71,41.3,290,25.1
2016,Western,Colorado,75+,24,32.9,72,25.4
2016,Western,Colorado,All,175,42.3,1110,25.9
2016,Western,Hawaii,18-34,<10,--,66,19.7
2016,Western,Hawaii,35-54,<10,--,55,15.5
2016,Western,Hawaii,55-74,<10,--,40-50,--
2016,Western,Hawaii,75+,<10,--,<10,--
2016,Western,Hawaii,All,12,10.3*,168,15.0
2016,Western,Idaho,18-34,<10,--,75,19.7
2016,Western,Idaho,35-54,21,63.6,146,36.0
2016,Western,Idaho,55-74,24,43.6,91,25.3
2016,Western,Idaho,75+,10-20,--,23,23.1
2016,Western,Idaho,All,62,49.2,335,26.9
2016,Western,Montana,18-34,<10,--,89,38.1
2016,Western,Montana,35-54,14,56.0*,82,33.4
2016,Western,Montana,55-74,23,56.1,64,24.5
2016,Western,Montana,75+,<10,--,15,20.3*
2016,Western,Montana,All,48,50.5,250,30.7
2016,Western,Nevada,18-34,<10,--,143,21.3
2016,Western,Nevada,35-54,20-30,--,223,28.8
2016,Western,Nevada,55-74,46,45.1,183,28.9
2016,Western,Nevada,75+,36,81.8,82,49.9
2016,Western,Nevada,All,113,50.7,631,28.1
2016,Western,New Mexico,18-34,<10,--,129,26.5
2016,Western,New Mexico,35-54,18,41.9*,160,32.2
2016,Western,New Mexico,55-74,30,40.5,127,26.7
2016,Western,New Mexico,75+,10-20,--,40,29.1
2016,Western,New Mexico,All,72,44.4,456,28.5
2016,Western,Oregon,18-34,15,57.7*,165,17.5
2016,Western,Oregon,35-54,34,44.7,264,25.1
2016,Western,Oregon,55-74,52,35.9,231,24.1
2016,Western,Oregon,75+,33,44.0,84,31.2
2016,Western,Oregon,All,134,41.6,744,23.1
2016,Western,Utah,18-34,<10,--,201,25.4
2016,Western,Utah,35-54,19,50.0*,239,33.1
2016,Western,Utah,55-74,20,35.7,116,24.1
2016,Western,Utah,75+,10-20,--,32,24.8
2016,Western,Utah,All,62,44.3,588,27.7
2016,Western,Washington,18-34,19,31.1*,319,18.2
2016,Western,Washington,35-54,51,31.5,358,18.9
2016,Western,Washington,55-74,88,34.4,345,21.6
2016,Western,Washington,75+,29,25.7,82,19.5
2016,Western,Washington,All,188,31.8,1104,19.5
2016,Western,Wyoming,18-34,<10,--,32,23.4
2016,Western,Wyoming,35-54,<10,--,56,40.0
2016,Western,Wyoming,55-74,<10,--,33,24.5
2016,Western,Wyoming,75+,<10,--,16,45.9*
2016,Western,Wyoming,All,22,47.8,137,30.7
2016,All,U.S. Total,18-34,891,44.6,11997,15.9
2016,All,U.S. Total,35-54,1699,30.9,15467,18.6
2016,All,U.S. Total,55-74,2454,27.8,12162,17.4
2016,All,U.S. Total,75+,1441,31.7,3801,18.4
2016,All,U.S. Total,All,6496,31.1,43427,17.4
2017,Northeastern,All,18-34,84,36.5,1633,12.7
2017,Northeastern,All,35-54,185,28.0,2272,15.7
2017,Northeastern,All,55-74,282,22.9,1769,13.6
2017,Northeastern,All,75+,197,24.7,520,12.9
2017,Northeastern,All,All,750,25.7,6194,14.0
2017,Northeastern,Connecticut,18-34,<10,--,92,11.6
2017,Northeastern,Connecticut,35-54,10-20,--,142,15.2
2017,Northeastern,Connecticut,55-74,14,17.7*,118,13.9
2017,Northeastern,Connecticut,75+,14,25.5*,39,14.8
2017,Northeastern,Connecticut,All,39,20.9,391,13.8
2017,Northeastern,Maine,18-34,<10,--,56,21.0
2017,Northeastern,Maine,35-54,10-20,--,89,26.4
2017,Northeastern,Maine,55-74,18,34.0*,80,21.6
2017,Northeastern,Maine,75+,19,67.9*,42,38.7
2017,Northeastern,Maine,All,52,43.7,267,24.7
2017,Northeastern,Massachusetts,18-34,<10,--,193,11.5
2017,Northeastern,Massachusetts,35-54,18,24.0*,251,14.2
2017,Northeastern,Massachusetts,55-74,28,19.6,171,10.9
2017,Northeastern,Massachusetts,75+,10-20,--,46,9.8
2017,Northeastern,Massachusetts,All,67,19.5,661,12.0
2017,Northeastern,New Hampshire,18-34,<10,--,80,27.2
2017,Northeastern,New Hampshire,35-54,<10,--,96,27.4
2017,Northeastern,New Hampshire,55-74,14,29.2*,67,19.1
2017,Northeastern,New Hampshire,75+,<10,--,18,19.2*
2017,Northeastern,New Hampshire,All,37,34.6,261,23.9
2017,Northeastern,New Jersey,18-34,<10,--,194,10.1
2017,Northeastern,New Jersey,35-54,10-20,--,291,12.1
2017,Northeastern,New Jersey,55-74,35,21.7,222,11.1
2017,Northeastern,New Jersey,75+,20,17.7,61,10.0
2017,Northeastern,New Jersey,All,82,21.3,768,11.1
2017,Northeastern,New York,18-34,19,28.4*,453,9.6
2017,Northeastern,New York,35-54,42,22.1,605,12.0
2017,Northeastern,New York,55-74,50,14.8,462,10.6
2017,Northeastern,New York,75+,46,20.2,119,8.7
2017,Northeastern,New York,All,157,19.1,1639,10.6
2017,Northeastern,Pennsylvania,18-34,32,49.2,503,17.6
2017,Northeastern,Pennsylvania,35-54,70,35.4,699,22.0
2017,Northeastern,Pennsylvania,55-74,118,32.8,591,19.1
2017,Northeastern,Pennsylvania,75+,73,32.4,182,18.2
2017,Northeastern,Pennsylvania,All,294,34.7,1975,19.5
2017,Northeastern,Rhode Island,18-34,<10,--,30-40,--
2017,Northeastern,Rhode Island,35-54,<10,--,52,19.5
2017,Northeastern,Rhode Island,55-74,<10,--,33,13.3
2017,Northeastern,Rhode Island,75+,<10,--,<10,--
2017,Northeastern,Rhode Island,All,12,19.4*,124,14.6
2017,Northeastern,Vermont,18-34,<10,--,30,21.3
2017,Northeastern,Vermont,35-54,<10,--,47,30.6
2017,Northeastern,Vermont,55-74,<10,--,20-30,--
2017,Northeastern,Vermont,75+,<10,--,<10,--
2017,Northeastern,Vermont,All,10,22.7*,108,21.3
2017,Midwestern,All,18-34,200,51.7,2952,19.0
2017,Midwestern,All,35-54,383,35.3,3505,20.6
2017,Midwestern,All,55-74,519,27.3,2590,16.8
2017,Midwestern,All,75+,318,32.1,777,16.8
2017,Midwestern,All,All,1426,32.7,9824,18.7
2017,Midwestern,Illinois,18-34,25,41.7,414,14.0
2017,Midwestern,Illinois,35-54,51,30.5,493,14.9
2017,Midwestern,Illinois,55-74,65,23.5,372,13.4
2017,Midwestern,Illinois,75+,46,29.3,122,14.8
2017,Midwestern,Illinois,All,187,28.3,1401,14.2
2017,Midwestern,Indiana,18-34,19,46.3*,338,22.1
2017,Midwestern,Indiana,35-54,41,36.0,402,24.1
2017,Midwestern,Indiana,55-74,46,24.3,250,17.0
2017,Midwestern,Indiana,75+,28,30.1,70,16.5
2017,Midwestern,Indiana,All,134,30.7,1060,20.8
2017,Midwestern,Iowa,18-34,11,61.1*,142,19.8
2017,Midwestern,Iowa,35-54,12,23.1*,153,20.3
2017,Midwestern,Iowa,55-74,31,34.1,127,17.9
2017,Midwestern,Iowa,75+,14,28.0*,36,15.4
2017,Midwestern,Iowa,All,68,32.2,458,19.0
2017,Midwestern,Kansas,18-34,13,54.2*,172,25.3
2017,Midwestern,Kansas,35-54,17,31.5*,185,26.6
2017,Midwestern,Kansas,55-74,34,40.5,126,20.1
2017,Midwestern,Kansas,75+,12,30.0*,39,20.1
2017,Midwestern,Kansas,All,77,38.1,522,23.7
2017,Midwestern,Michigan,18-34,29,63.0,381,16.9
2017,Midwestern,Michigan,35-54,45,31.5,490,19.8
2017,Midwestern,Michigan,55-74,81,28.9,409,17.2
2017,Midwestern,Michigan,75+,42,28.6,117,17.0
2017,Midwestern,Michigan,All,197,32.0,1397,17.9
2017,Midwestern,Minnesota,18-34,13,43.3*,222,17.6
2017,Midwestern,Minnesota,35-54,22,28.2,271,19.3
2017,Midwestern,Minnesota,55-74,39,26.0,199,16.0
2017,Midwestern,Minnesota,75+,29,33.7,57,15.6
2017,Midwestern,Minnesota,All,104,30.2,749,17.5
2017,Midwestern,Missouri,18-34,29,70.7,330,23.7
2017,Midwestern,Missouri,35-54,49,43.4,390,25.9
2017,Midwestern,Missouri,55-74,63,30.9,297,21.2
2017,Midwestern,Missouri,75+,31,32.3,88,20.6
2017,Midwestern,Missouri,All,172,37.9,1105,23.4
2017,Midwestern,Nebraska,18-34,<10,--,83,18.6
2017,Midwestern,Nebraska,35-54,11,31.4*,101,22.0
2017,Midwestern,Nebraska,55-74,18,32.1*,63,15.4
2017,Midwestern,Nebraska,75+,<10,--,16,12.5*
2017,Midwestern,Nebraska,All,40,30.1,263,18.3
2017,Midwestern,North Dakota,18-34,<10,--,75,37.2
2017,Midwestern,North Dakota,35-54,<10,--,42,24.6
2017,Midwestern,North Dakota,55-74,<10,--,20-30,--
2017,Midwestern,North Dakota,75+,<10,--,<10,--
2017,Midwestern,North Dakota,All,22,38.6,148,25.5
2017,Midwestern,Ohio,18-34,29,43.9,486,18.7
2017,Midwestern,Ohio,35-54,77,38.1,607,20.9
